MK936038.1
KJ694695.1
KJ694725.1
KJ694741.1
KJ694746.1
KJ694750.1
KJ694754.1
KJ694798.1
KJ694815.1
KJ694829.1
KJ694836.1
KJ694876.1
KJ694929.1
KJ694940.1
KJ694975.1
KJ694989.1
KJ695022.1
KJ695079.1
KJ695100.1
KJ695128.1
KJ695132.1
KJ695136.1
KJ695140.1
KJ695153.1
KJ695156.1
KJ695158.1
KJ695165.1
KJ695168.1
KJ695193.1
KJ695196.1
KJ695196.1
KJ695198.1
KJ695225.1
KJ695250.1
KJ695251.1
KJ695253.1
KJ695306.1
KJ695314.1
KJ695358.1
KJ695382.1
KJ695421.1
KJ695434.1
KJ695445.1
KJ695465.1
KJ695469.1
KJ695473.1
KJ695523.1
KJ695544.1
KJ695544.1
KJ695549.1
KJ695572.1
KJ695574.1
KJ695575.1
KJ695579.1
KJ695608.1
KJ695612.1
KJ695619.1
KJ695635.1
KJ695662.1
KJ695714.1
KJ695715.1
KJ695729.1
KJ695754.1
KJ695803.1
KJ695810.1
KJ695868.1
KJ695875.1
KJ695889.1
KJ695915.1
KJ695924.1
KJ695925.1
KJ695926.1
KJ695944.1
KJ695969.1
KJ695974.1
KJ695989.1
KJ695997.1
KJ696020.1
KJ696021.1
KJ696031.1
KJ696040.1
KJ696053.1
KJ696083.1
KJ696096.1
KJ696120.1
KJ696163.1
KJ696163.1
KJ696170.1
KJ696172.1
KJ696178.1
KJ696187.1
KJ696215.1
KJ696217.1
KJ696238.1
KJ696238.1
KJ696240.1
KJ696249.1
KJ696254.1
KJ696266.1
KJ696276.1
KJ696280.1
KJ696291.1
KJ696303.1
KJ696307.1
KJ696310.1
KJ696317.1
KJ696356.1
KJ696365.1
KJ696374.1
KJ696383.1
KJ696396.1
KJ696398.1
KJ696404.1
KJ696415.1
KJ696482.1
KJ696490.1
KJ696523.1
KU606005.1
KU606005.1
KU606012.1
KU606012.1
KU606160.1
KU606160.1
KU606256.1
KU606256.1
KU606486.1
KU606647.1
KU606647.1
KU606677.1
KU606677.1
KU606678.1
KU606678.1
KU606777.1
KU606777.1
KU606787.1
KU606787.1
KU606898.1
KU606898.1
KU607101.1
KU607181.1
KU607283.1
KU607338.1
KU607423.1
KU607523.1
KU607530.1
KU607587.1
KU607588.1
KU607603.1
KU607634.1
KU607634.1
KU607654.1
KU607670.1
KU607712.1
KU607744.1
KU607744.1
KU607785.1
KU607845.1
KU607867.1
KU607867.1
KU607960.1
KU607960.1
KU607977.1
KU608071.1
KU608121.1
KU608180.1
KU608180.1
KU608181.1
KU608181.1
KU608211.1
KU608211.1
KU608256.1
MG585975.1
MG585986.1
MG585996.1
MG586024.1
MG586026.1
MG586039.1
KU167043.1
KS307245.1
KS307247.1
KS307251.1
KS307271.1
KS307278.1
KS307508.1
KS307510.1
KS307518.1
KS307527.1
KS307540.1
KS307558.1
KS307723.1
MG739506.1
MG739507.1
MN017279.1
MN017281.1
MN017282.1
MN017283.1
MN017284.1
MN017286.1
MN017287.1
MN017288.1
MN017280.1
MN017299.1
JM427107.1
JM427114.1
JM427117.1
JM427121.1
JM427123.1
JM427126.1
JM427128.1
JM427133.1
JM427136.1
JM427138.1
JM427139.1
JM427148.1
JM427150.1
JM427152.1
JM427153.1
JM427155.1
JM427157.1
JM427162.1
JM427164.1
JM427169.1
JM427170.1
JM427172.1
JM427173.1
JM427177.1
JM427179.1
JM427182.1
JM427193.1
JM427199.1
JM427202.1
JM427205.1
JM427212.1
JM427213.1
JM427220.1
JM427242.1
JM427254.1
JM427259.1
JM427263.1
JM427267.1
JM427271.1
JM427280.1
JM427282.1
JM427284.1
JM427286.1
JM427293.1
JM427294.1
JM427301.1
JM427306.1
JM427307.1
JM427309.1
JM427311.1
JM427313.1
JM427314.1
JM427318.1
JM427320.1
JM427321.1
JM427324.1
JM427326.1
JM427327.1
JM427332.1
JM427333.1
JM427338.1
JM427339.1
JM427342.1
JM427343.1
JM427344.1
JM427347.1
JM427350.1
JM427351.1
JM427354.1
JM427356.1
JM427359.1
JM427360.1
JM427366.1
JM427367.1
JM427369.1
JM427374.1
JM427376.1
JM427377.1
JM427379.1
JM427384.1
JM427386.1
JM427393.1
JM427399.1
JM427411.1
JM427412.1
JM427415.1
JM427424.1
JM427454.1
JM427455.1
JM427457.1
JM427460.1
JM427483.1
JM427498.1
JM427511.1
JM427531.1
JM427534.1
JM427538.1
JM427543.1
JM427548.1
JM427556.1
JM427566.1
JM427613.1
JM427618.1
JM427620.1
JM427622.1
JM427644.1
JM427655.1
JM427662.1
JM427664.1
JM427700.1
JM427702.1
JM427704.1
JM427714.1
JM427723.1
JM427729.1
JM427730.1
JM427734.1
JM427736.1
JM427740.1
JM427752.1
JM427753.1
JM427754.1
JM427760.1
JM427760.1
JM427764.1
JM427770.1
JM427777.1
JM427779.1
JM427782.1
JM427783.1
JM427791.1
JM427792.1
JM427795.1
JM427802.1
JM427803.1
JM427807.1
JM427809.1
JM427814.1
JM427815.1
JM427817.1
JM427819.1
JM427821.1
JM427823.1
JM427826.1
JM427828.1
JM427829.1
JM427833.1
JM427833.1
JM427837.1
JM427839.1
JM427841.1
JM427844.1
JM426734.1
JM426739.1
JM426741.1
JM426742.1
JM426744.1
JM426745.1
JM426750.1
JM426751.1
JM426754.1
JM426755.1
JM426757.1
JM426760.1
JM426761.1
JM426770.1
JM426772.1
JM426774.1
JM426780.1
JM426781.1
JM426786.1
JM426789.1
JM426793.1
JM426796.1
JM426798.1
JM426799.1
JM426802.1
JM426803.1
JM426812.1
JM426815.1
JM426818.1
JM426820.1
JM426822.1
JM426824.1
JM426826.1
JM426832.1
JM426833.1
JM426836.1
JM426837.1
JM426840.1
JM426843.1
JM426846.1
JM426851.1
JM426853.1
JM426854.1
JM426858.1
JM426861.1
JM426863.1
JM426864.1
JM426867.1
JM426868.1
JM426868.1
JM426871.1
JM426873.1
JM426875.1
JM426882.1
JM426886.1
JM426887.1
JM426890.1
JM426891.1
JM426894.1
JM426898.1
JM426901.1
JM426903.1
JM426905.1
JM426910.1
JM426916.1
JM426919.1
JM426928.1
JM426930.1
JM426933.1
JM426935.1
JM426938.1
JM426951.1
JM426953.1
JM426955.1
JM426968.1
JM426970.1
JM426972.1
JM426974.1
JM426979.1
JM426992.1
JM426995.1
JM427001.1
JM427009.1
JM427015.1
JM427018.1
JM427020.1
JM427022.1
JM427027.1
JM427040.1
JM427042.1
JM427045.1
JM427050.1
JM427053.1
JM427057.1
JM427060.1
JM427074.1
JM427079.1
JM427082.1
JM427087.1
JM427088.1
JM427093.1
JM427098.1
JM427102.1
JM427104.1
JF924892.1
JF924896.1
MN340012.1
MN340014.1
KX125118.1
KX125126.1
KX125163.1
KX125172.1
KX125189.1
KX125203.1
KX125239.1
KX125264.1
KX125379.1
KX125472.1
KX125505.1
KX125586.1
KX125676.1
KX125681.1
KX125696.1
KX125702.1
KX125702.1
KX125727.1
KX125811.1
KX125825.1
KX125835.1
KX125843.1
KX125846.1
KX125855.1
KX125859.1
KX125859.1
KX125875.1
KX125887.1
KX125896.1
KX125919.1
KX126149.1
KX126373.1
KX126467.1
KX126469.1
KX126482.1
KX126515.1
KX126533.1
KX126548.1
KX126551.1
KX126563.1
KX126566.1
KX126587.1
KX126589.1
KX126873.1
KX126949.1
KX126994.1
KX127009.1
KX127018.1
KX127058.1
KX127084.1
KX127087.1
KX127098.1
KX127101.1
KX127114.1
KX127149.1
KX127170.1
KX127173.1
KX127184.1
KX127204.1
KX127227.1
KX127236.1
KX127236.1
KX127574.1
KX127574.1
KX127575.1
KX127575.1
KX127577.1
KX127605.1
KX127627.1
KX127641.1
KX127654.1
KX127665.1
KX127679.1
KX127681.1
KX127933.1
KX127933.1
KX128169.1
KX128284.1
KX128284.1
KX128349.1
KX128349.1
KX128375.1
KX128375.1
KX128519.1
KX128520.1
KX128739.1
KX128763.1
KX128763.1
KF626716.1
KF626733.1
KF626773.1
KF626803.1
KF626810.1
KF626832.1
KF626839.1
KF626870.1
KF626933.1
KF626947.1
KF626951.1
KF626953.1
KF627016.1
KF627024.1
KF627044.1
KF627071.1
KF627088.1
KF627120.1
KF627148.1
KF627174.1
KF627174.1
KF627203.1
KF627207.1
KF627291.1
KF627298.1
KF627310.1
KF627313.1
KF627313.1
KF627315.1
KF627315.1
KF627321.1
KF627321.1
KF627324.1
KF627397.1
KF627409.1
KF627453.1
KF627456.1
KF627476.1
KF627489.1
KF627493.1
KF627495.1
KF627526.1
KF627536.1
KF627540.1
KF627556.1
KF627558.1
KF627561.1
KF627574.1
KF627594.1
KF627608.1
KF627612.1
KF627612.1
KF627624.1
KF627635.1
KF627636.1
KF627641.1
KF627651.1
KF627652.1
KF627669.1
KF627721.1
KF627744.1
KF627776.1
KF627804.1
KF627821.1
KF627852.1
KF627857.1
KF627857.1
KF627863.1
KF627930.1
KF627939.1
KF628040.1
KF628111.1
KF628130.1
KF628141.1
KF628203.1
KF628219.1
KF628228.1
KF628268.1
KF628271.1
KF628275.1
KF628286.1
KF628297.1
KF628334.1
KF628340.1
KF628357.1
KF628385.1
KF628396.1
KF628397.1
KF628468.1
KF628475.1
KF628483.1
KF628491.1
KF628542.1
KF628548.1
KF628554.1
KF628563.1
KF628571.1
KF628595.1
KF628625.1
KF628659.1
KF628681.1
KF628683.1
KF628718.1
KF628738.1
KF628764.1
KF628817.1
KF628881.1
KF628888.1
KF628914.1
KF628927.1
KF628932.1
KF628958.1
KF628979.1
KF628993.1
KF629061.1
KF629087.1
KF629111.1
KF629129.1
KF629131.1
KF629133.1
KF629141.1
KF629148.1
KF629202.1
KF629204.1
KF629209.1
KF629213.1
KF629226.1
KF629236.1
KF629317.1
KF629334.1
KF629340.1
KF629399.1
KF629412.1
KF629440.1
KF629441.1
KF629471.1
KF629485.1
KF629488.1
KF629492.1
KF629492.1
KF629528.1
KF629587.1
KF629694.1
KF629728.1
KF629759.1
KF629777.1
KF629882.1
KF629891.1
KF629920.1
KF629948.1
KF629950.1
KF629968.1
KF630010.1
KF630031.1
KF630068.1
KF630291.1
KF630291.1
KF630298.1
KF630318.1
KF630326.1
KF630327.1
KF630327.1
KT387145.1
KT387148.1
KT387150.1
KT387153.1
KT387155.1
KT387156.1
KT387157.1
KT387159.1
KT387162.1
KT387163.1
KT387175.1
KT387198.1
KU543740.1
KU543808.1
KU543898.1
KU543932.1
KU543953.1
KU543994.1
KU543995.1
KU544007.1
KU544010.1
KU544016.1
KU544046.1
KU544275.1
KU544286.1
KU544293.1
KU544351.1
KU544368.1
KU544385.1
KU544485.1
KU544713.1
KU544717.1
KU544718.1
KU544748.1
KU544765.1
KU544771.1
KU544775.1
KU544820.1
KU544822.1
KU544822.1
KU544825.1
KU544853.1
KU544875.1
KU544875.1
KU544916.1
KU544930.1
KU544930.1
KU544935.1
KU545009.1
KU545066.1
KU545079.1
KU545129.1
KU545129.1
KU545145.1
KU545151.1
KU545208.1
KU545321.1
KU545322.1
KU545411.1
KU545463.1
KU545468.1
KU545630.1
KU545654.1
KU545662.1
KU545678.1
KU545702.1
KU545727.1
KU545775.1
KU545775.1
KU545785.1
KU545808.1
KU545866.1
KU545872.1
KU545877.1
KU545912.1
KU545972.1
KU545972.1
KU546015.1
KU546099.1
KU546223.1
KU546263.1
KU546269.1
KU546276.1
KU546276.1
KU546312.1
KU546390.1
KU546485.1
KU546550.1
KU546557.1
KU546608.1
KU546703.1
KU546703.1
KU546727.1
KU546728.1
KU546733.1
KU546752.1
KU546784.1
KU546785.1
KU546869.1
KU546873.1
KU546930.1
KU546930.1
KU547041.1
KU547082.1
KU547098.1
KU547120.1
KU547135.1
KU547135.1
KU547173.1
KU547288.1
KU547347.1
KU547353.1
KU547370.1
KU547444.1
KU547467.1
KU547467.1
KU547534.1
KU547534.1
KU547559.1
KU547562.1
KU547570.1
KU547570.1
KU547629.1
KU547667.1
KU547712.1
KU547778.1
KU547972.1
KU548024.1
KU548063.1
KU548064.1
KU548166.1
KU548170.1
KU548275.1
KU548308.1
KU548435.1
KU548455.1
KU548488.1
KU548557.1
KU548559.1
KU548559.1
KU548672.1
KU548676.1
KU548677.1
KU548771.1
KU548905.1
KU548905.1
KU548962.1
KU549014.1
KU549043.1
MF344584.1
GQ342997.1
GQ342997.1
GQ343021.1
GQ343021.1
GQ343028.1
GQ343028.1
GQ343030.1
GQ343030.1
GQ343102.1
GQ343111.1
GQ343142.1
GQ343166.1
GQ343166.1
GQ343173.1
GQ343177.1
GQ343177.1
JX875570.1
JX875572.1
KU577911.1
KU577911.1
KU577933.1
KJ512910.1
MW601941.1
KF485395.1
JN625756.1
JN625757.1
JN625758.1
